name,sym,open,close,change,percent,snr
Stewart Information,STC,62.25,70.7,8.45,0.136,0.31
Summit Materials,SUM,36.74,41.78,5.04,0.137,0.31
Thermo Fisher Scientific,TMO,553.45,613.34,59.89,0.108,0.31
Tyson Foods,TSN,57.3,60.9,3.6,0.063,0.31
Textron,TXT,86.48,92.9,6.42,0.074,0.31
United States Lime and Minerals,USLM,73.54,85.05,11.51,0.157,0.31
V.F. Corp,VFC,13.65,16.96,3.31,0.242,0.31
Vulcan Materials,VMC,249.69,274.51,24.82,0.099,0.31
VF Corp.,VFC,13.65,16.96,3.31,0.242,0.31
Vulcan Materials Co.,VMC,249.69,274.51,24.82,0.099,0.31
Agilent,A,130.69,141.4,10.71,0.082,0.3
Airgain,AIRG,6.09,7.48,1.39,0.228,0.3
Apartment Investment and Management,AIV,8.35,8.86,0.51,0.061,0.3
Ampco-Pittsburgh,AP,0.79,1.58,0.79,1,0.3
American Public Education,APEI,17.67,19.96,2.29,0.13,0.3
ARC Document,ARC,2.77,3.05,0.28,0.101,0.3
Associated Banc-Corp,ASB,21.15,22.98,1.83,0.087,0.3
BioCryst Pharma,BCRX,6.2,7.28,1.08,0.174,0.3
Beacon Roofing Supply,BECN,91.37,102.8,11.43,0.125,0.3
Credit Acceptance,CACC,516.55,574.9,58.35,0.113,0.3
Cincinnati Financial,CINF,118.99,130.62,11.63,0.098,0.3
Commercial Metals,CMC,55.01,60.1,5.09,0.093,0.3
Curtiss-Wright,CW,273.18,294.7,21.52,0.079,0.3
Deluxe,DLX,22.44,24.38,1.94,0.086,0.3
Electronic Arts,EA,139.71,150.94,11.23,0.08,0.3
Genpact,G,32.19,34.67,2.48,0.077,0.3
Herc,HRI,134.07,155.84,21.77,0.162,0.3
IDACORP,IDA,93.63,97.75,4.12,0.044,0.3
KAR Auction,KAR,16.56,17.88,1.32,0.08,0.3
Kinder Morgan,KMI,19.98,21.13,1.15,0.058,0.3
Liberty Broadband,LBRDA,54.26,66.22,11.96,0.22,0.3
Liberty Broadband,LBRDK,54.23,67.39,13.16,0.243,0.3
Mattel,MAT,16.33,19.29,2.96,0.181,0.3
Magyar Bancorp,MGYR,10.95,12.64,1.69,0.154,0.3
Oak Valley Bancorp CA,OVLY,24.64,28.47,3.83,0.155,0.3
PAM Transportation,PTSI,17.28,20.39,3.11,0.18,0.3
REX American Resources,REX,45.6,50.81,5.21,0.114,0.3
Sunrun,RUN,11.88,17.53,5.65,0.476,0.3
Rhythm Pharmaceuticals,RYTM,40.97,48.21,7.24,0.177,0.3
Sanmina,SANM,66.23,75.33,9.1,0.137,0.3
SiteOne Landscape Supply,SITE,121.93,146.68,24.75,0.203,0.3
JM Smucker,SJM,109.41,117.95,8.54,0.078,0.3
Supernus Pharma,SUPN,26.85,29.82,2.97,0.111,0.3
Synlogic,SYBX,1.53,1.69,0.16,0.105,0.3
TrueBlue,TBI,10.3,11.95,1.65,0.16,0.3
Twin Disc,TWIN,11.96,14.42,2.46,0.206,0.3
Upwork,UPWK,10.75,12.12,1.37,0.127,0.3
Victory Capital,VCTR,47.77,52.39,4.62,0.097,0.3
Winnebago Industries,WGO,54.2,62.52,8.32,0.154,0.3
WestRock,WRK,50.82,NA,NA,NA,0.3
WesBanco,WSBC,27.91,31.88,3.97,0.142,0.3
"Victory Capital Holdings, Inc.",VCTR,47.77,52.39,4.62,0.097,0.3
"WesBanco, Inc.",WSBC,27.91,31.88,3.97,0.142,0.3
WestRock Co.,WRK,50.82,NA,NA,NA,0.3
"Winnebago Industries, Inc.",WGO,54.2,62.52,8.32,0.154,0.3
AbbVie,ABBV,171.27,185.32,14.05,0.082,0.29
"Arcosa, Inc.",ACA,83.31,92.91,9.6,0.115,0.29
Alamo,ALG,173.13,192.72,19.59,0.113,0.29
Alkermes,ALKS,24.06,27.32,3.26,0.135,0.29
Bank of New York Mellon,BK,60.49,65.07,4.58,0.076,0.29
Clear Channel Outdoor,CCO,1.41,1.66,0.25,0.177,0.29
Chemed,CHE,544.93,570.16,25.23,0.046,0.29
Clearfield,CLFD,38.7,43.4,4.7,0.121,0.29
Cooper Companies,COO,87.3,93.33,6.03,0.069,0.29
CVB Financial,CVBF,17.16,19.06,1.9,0.111,0.29
DURECT,DRRX,1.27,1.63,0.36,0.283,0.29
ESSA Bancorp,ESSA,17.77,19.19,1.42,0.08,0.29
FutureFuel,FF,5.12,5.59,0.47,0.092,0.29
F5 Networks,FFIV,172.45,203.64,31.19,0.181,0.29
Granite Construction,GVA,62.29,68.46,6.17,0.099,0.29
HCA,HCA,321.13,363.05,41.92,0.131,0.29
Hartford Financial,HIG,101.47,110.92,9.45,0.093,0.29
Healthcare Realty Trust,HR,16.46,17.69,1.23,0.075,0.29
Kraft Heinz,KHC,32.23,35.21,2.98,0.092,0.29
Liberty Global,LILA,9.64,10.48,0.84,0.087,0.29
Lincoln National,LNC,31.33,33.3,1.97,0.063,0.29
The Lovesac Co,LOVE,22.65,27.36,4.71,0.208,0.29
NeoGenomics,NEO,13.95,17.73,3.78,0.271,0.29
Peoples Bancorp of North Carolina,PEBK,28.9,31.78,2.88,0.1,0.29
Quidel,QDEL,33.22,39.29,6.07,0.183,0.29
RF Industries,RFIL,3.5,4.17,0.67,0.191,0.29
Retail Opportunity Investments,ROIC,12.37,14.95,2.58,0.209,0.29
SBA Communications,SBAC,194.83,219.54,24.71,0.127,0.29
Sinclair Broadcast,SBGI,13.27,15.38,2.11,0.159,0.29
Tanger Factory Outlet Centers,SKT,27.06,28.9,1.84,0.068,0.29
Shutterstock,SSTK,38.58,44.22,5.64,0.146,0.29
The ONE Hospitality,STKS,4.29,5.07,0.78,0.182,0.29
Townsquare Media,TSQ,11.05,12.08,1.03,0.093,0.29
Tyler,TYL,502.79,568.11,65.32,0.13,0.29
W&T Offshore,WTI,2.15,2.41,0.26,0.121,0.29
"W&T Offshore, Inc.",WTI,2.15,2.41,0.26,0.121,0.29
"X4 Pharmaceuticals, Inc.",XFOR,0.61,0.8,0.19,0.314,0.29
Axsome Therapeutics,AXSM,80.04,87.31,7.27,0.091,0.28
Benchmark Electronics,BHE,39.55,47.87,8.32,0.21,0.28
Bank of South Carolina,BKSC,11.05,12.3,1.25,0.113,0.28
Civista Bancshares,CIVB,14.73,17.95,3.22,0.219,0.28
Culp,CULP,4.54,5.06,0.52,0.115,0.28
CommVault,CVLT,121.75,152.85,31.1,0.255,0.28
ENGlobal,ENG,1.3,1.77,0.47,0.362,0.28
Foot Locker,FL,25.07,29.06,3.99,0.159,0.28
Flexsteel Industries,FLXS,31.13,37.95,6.82,0.219,0.28
First Bancorp ME,FNLC,24.65,28.15,3.5,0.142,0.28
Forward Air,FWRD,19.03,25.36,6.33,0.333,0.28
Gladstone Commercial,GOOD,14.25,15.05,0.8,0.056,0.28
The Hain Celestial,HAIN,6.9,7.74,0.84,0.122,0.28
Heico,HEI,225.72,241.34,15.62,0.069,0.28
Hecla Mining,HL,4.85,5.78,0.93,0.192,0.28
H&R Block,HRB,54.22,57.94,3.72,0.069,0.28
Hurco Companies,HURC,15.37,17.2,1.83,0.119,0.28
Huron Consulting,HURN,99.16,110.01,10.85,0.109,0.28
International Paper,IP,43.14,46.48,3.34,0.077,0.28
Jack In The Box,JACK,50.98,59.44,8.46,0.166,0.28
KalVista Pharma,KALV,11.66,14.54,2.88,0.247,0.28
Kelly,KELYA,21.41,23.53,2.12,0.099,0.28
Kewaunee Scientific,KEQU,47.2,55.62,8.42,0.178,0.28
Krystal Biotech,KRYS,183.86,208.46,24.6,0.134,0.28
National Retail Properties,NNN,42.42,44.89,2.47,0.058,0.28
Omnicom,OMC,89.62,98.04,8.42,0.094,0.28
Pacific Biosciences of California,PACB,1.36,2.06,0.7,0.515,0.28
Phibro Animal Health,PAHC,16.77,18.88,2.11,0.126,0.28
Performant Financial,PFMT,2.88,3.71,0.83,0.288,0.28
Perficient,PRFT,74.71,75.41,0.7,0.009,0.28
Regal Beloit,RBC,272.8,290.84,18.04,0.066,0.28
Rev Group,REVG,25.06,29.18,4.12,0.164,0.28
ResMed,RMD,190.91,213.25,22.34,0.117,0.28
Renasant,RNST,30.52,34.39,3.87,0.127,0.28
Sealed Air,SEE,34.88,38.05,3.17,0.091,0.28
SI-BONE,SIBN,12.92,15.2,2.28,0.176,0.28
Smartsheet,SMAR,44.07,47.96,3.89,0.088,0.28
Tenax Therapeutics,TENX,2.97,3.4,0.43,0.144,0.28
Tenet Healthcare,THC,134.08,149.7,15.62,0.116,0.28
Timberland Bancorp,TSBK,26.96,30.55,3.59,0.133,0.28
Vishay Precision,VPG,30.3,34.29,3.99,0.132,0.28
Wintrust Financial,WTFC,98.59,108.2,9.61,0.097,0.28
"Vishay Precision Group, Inc.",VPG,30.3,34.29,3.99,0.132,0.28
Wintrust Financial Corp.,WTFC,98.59,108.2,9.61,0.097,0.28
Addus HomeCare,ADUS,116.69,121.36,4.67,0.04,0.27
Albany International,AIN,84.39,93.58,9.19,0.109,0.27
The Andersons,ANDE,49.6,54.53,4.93,0.099,0.27
Angie's List,ANGI,1.91,2.32,0.41,0.215,0.27
Anika Therapeutics,ANIK,25.45,27.25,1.8,0.071,0.27
Accelerate Diagnostics,AXDX,1.16,1.35,0.19,0.164,0.27
Calix,CALX,35.41,41.13,5.72,0.162,0.27
C&F Financial,CFFI,48.45,59.5,11.05,0.228,0.27
CoreSite Realty,COR,226.41,237.88,11.47,0.051,0.27
Cooper-Standard,CPS,12.58,14.78,2.2,0.175,0.27
America's Car-Mart,CRMT,60.66,69.25,8.59,0.142,0.27
Dycom Industries,DY,169.64,183.51,13.87,0.082,0.27
Emerson Electric,EMR,111.06,117.11,6.05,0.054,0.27
Evolent Health,EVH,19.27,23.32,4.05,0.21,0.27
Frequency Electronics,FEIM,8.97,13.6,4.63,0.516,0.27
Franklin Electric,FELE,96.65,106.62,9.97,0.103,0.27
Griffon,GFF,64.47,72.06,7.59,0.118,0.27
Graco,GGG,79.57,85.05,5.48,0.069,0.27
Graham,GHC,697.91,774.85,76.94,0.11,0.27
Graham,GHM,28.16,32.77,4.61,0.164,0.27
General Mills,GIS,63.43,67.14,3.71,0.058,0.27
WW Grainger,GWW,908.64,976.81,68.17,0.075,0.27
Hasbro,HAS,58.44,64.46,6.02,0.103,0.27
Hamilton Beach Brands Holding Company,HBB,17.34,19.53,2.19,0.126,0.27
aTyr Pharma,LIFE,1.58,1.98,0.4,0.25,0.27
El Pollo Loco,LOCO,11.3,12.06,0.76,0.067,0.27
ManpowerGroup,MAN,69.82,76.58,6.76,0.097,0.27
MCBC,MCFT,18.87,21.88,3.01,0.16,0.27
Martin Marietta Materials,MLM,544.61,593.35,48.74,0.089,0.27
Monro Muffler Brake,MNRO,23.65,30.82,7.17,0.303,0.27
Marinus Pharma,MRNS,1.16,1.4,0.24,0.207,0.27
Morgan Stanley,MS,97.52,103.21,5.69,0.058,0.27
NI,NODK,15.25,16.42,1.17,0.077,0.27
OneMain,OMF,48.73,52.26,3.53,0.072,0.27
Pentair,PNR,77.18,87.87,10.69,0.139,0.27
Pioneer Power,PPSI,4,4.79,0.79,0.198,0.27
Prothena,PRTA,20.55,23.28,2.73,0.133,0.27
QuinStreet,QNST,16.53,18.7,2.17,0.131,0.27
Scotts Miracle-Gro,SMG,65.06,78.6,13.54,0.208,0.27
Simpson Manufacturing,SSD,168.43,192.09,23.66,0.14,0.27
Treehouse Foods,THS,36.71,40.28,3.57,0.097,0.27
Universal Health,UHS,186.05,213.76,27.71,0.149,0.27
Urban Outfitters,URBN,41.31,46.05,4.74,0.115,0.27
Vishay Intertechnology,VSH,22.24,24.31,2.07,0.093,0.27
Valvoline,VVV,43.18,46.5,3.32,0.077,0.27
Voyager Therapeutics,VYGR,7.87,9.19,1.32,0.168,0.27
Westamerica Bancorporation,WABC,48.59,53.96,5.37,0.111,0.27
West Bancorporation,WTBA,17.76,20.74,2.98,0.168,0.27
"Urban Outfitters, Inc.",URBN,41.31,46.05,4.74,0.115,0.27
"Valvoline, Inc.",VVV,43.18,46.5,3.32,0.077,0.27
"Vishay Intertechnology, Inc.",VSH,22.24,24.31,2.07,0.093,0.27
"Voyager Therapeutics, Inc.",VYGR,7.87,9.19,1.32,0.168,0.27
"W.W. Grainger, Inc.",GWW,908.64,976.81,68.17,0.075,0.27
"West Bancorporation, Inc.",WTBA,17.76,20.74,2.98,0.168,0.27
Westamerica Bancorporation,WABC,48.59,53.96,5.37,0.111,0.27
Acco Brands,ACCO,4.69,5.11,0.42,0.09,0.26
Assured Guaranty,AGO,77.9,82.37,4.47,0.057,0.26
Astronics,ATRO,19.93,23.03,3.1,0.156,0.26
Brunswick,BC,72.9,81.45,8.55,0.117,0.26
ConAgra Foods,CAG,28.6,30.32,1.72,0.06,0.26
Cadiz,CDZI,3.1,3.72,0.62,0.2,0.26
Core Molding,CMT,15.86,18.45,2.59,0.163,0.26
Cinemark,CNK,21.69,23.58,1.89,0.087,0.26
Mr. Cooper Group,COOP,81.36,89.88,8.52,0.105,0.26
Community West Bancshares,CWBC,18.56,20.74,2.18,0.117,0.26
Eagle Bancorp,EGBN,18.86,21.52,2.66,0.141,0.26
Enanta Pharma,ENTA,12.89,14.76,1.87,0.145,0.26
Fluor,FLR,43.91,48.1,4.19,0.095,0.26
Franklin Street Properties,FSP,1.54,1.74,0.2,0.13,0.26
Haemonetics,HAE,82.92,90.05,7.13,0.086,0.26
Insteel Industries,IIIN,30.66,34.25,3.59,0.117,0.26
LCNB Corp,LCNB,13.92,15.29,1.37,0.098,0.26
Lifevantage,LFVN,6.41,8.18,1.77,0.276,0.26
Lakeland Financial,LKFN,61.7,68.53,6.83,0.111,0.26
Cheniere Energy,LNG,175.36,182.64,7.28,0.042,0.26
Milestone Scientific,MLSS,0.7,1,0.3,0.429,0.26
3M,MMM,102.86,127.55,24.69,0.24,0.26
Altria,MO,45.9,49.01,3.11,0.068,0.26
Intellia Therapeutics,NTLA,22.11,26.21,4.1,0.185,0.26
Norwood Financial,NWFL,25.16,29.48,4.32,0.172,0.26
Opko Health,OPK,1.23,1.42,0.19,0.154,0.26
OSI,OSIS,137.66,147.98,10.32,0.075,0.26
Ultragenyx Pharmaceutical,RARE,40.95,45.02,4.07,0.099,0.26
RLI,RLI,141.7,150.59,8.89,0.063,0.26
Riverview Bancorp,RVSB,4.01,4.62,0.61,0.152,0.26
"Sterling Bancorp, Inc.",SBT,5.23,5.82,0.59,0.113,0.26
Sprouts Farmers Market,SFM,83.72,99.89,16.17,0.193,0.26
Trex,TREX,74.55,83.63,9.08,0.122,0.26
Amerco,UHAL,61.63,66.79,5.16,0.084,0.26
Vista Outdoor,VSTO,38.78,40.63,1.85,0.048,0.26
Werner Enterprises,WERN,35.77,39.19,3.42,0.096,0.26
Xcel Brands,XELB,0.6,0.72,0.11,0.184,0.26
XOMA,XOMA,23.41,26.76,3.35,0.143,0.26
"Vista Outdoor, Inc.",VSTO,38.78,40.63,1.85,0.048,0.26
"Werner Enterprises, Inc.",WERN,35.77,39.19,3.42,0.096,0.26
"XCel Brands, Inc.",XELB,0.6,0.72,0.11,0.184,0.26
XOMA Corp.,XOMA,23.41,26.76,3.35,0.143,0.26
Allstate,ALL,161.34,171.12,9.78,0.061,0.25
Alexander's,ALX,224,242.3,18.3,0.082,0.25
AngioDynamics,ANGO,6.05,7.84,1.79,0.296,0.25
Bel Fuse,BELFA,79.9,93.75,13.85,0.173,0.25
Box,BOX,26.4,28.12,1.72,0.065,0.25
BRT Realty Trust,BRT,17.55,18.74,1.19,0.068,0.25
Celcuity,CELC,16.5,18.33,1.83,0.111,0.25
CryoPort,CYRX,6.78,9.23,2.45,0.361,0.25
Equity Lifestyle Properties,ELS,64.8,68.68,3.88,0.06,0.25
Everi,EVRI,8.4,12.87,4.47,0.532,0.25
Fair Isaac,FICO,1495.2,1600,104.8,0.07,0.25
Globus Medical,GMED,68.75,71.96,3.21,0.047,0.25
Hormel Foods,HRL,30.59,32.11,1.52,0.05,0.25
J P Morgan,JPM,202.84,212.8,9.96,0.049,0.25
Kinsale Capital,KNSL,388.46,457.07,68.61,0.177,0.25
LCI Industries,LCII,103.28,116.69,13.41,0.13,0.25
Lincoln Electric,LECO,188.64,205.41,16.77,0.089,0.25
Marcus,MCS,11.33,12.59,1.26,0.111,0.25
MGP Ingredients,MGPI,74.5,81.55,7.05,0.095,0.25
Magnolia Oil & Gas,MGY,25.55,27.24,1.69,0.066,0.25
Maui Land and Pineapple,MLP,21.83,23.91,2.08,0.095,0.25
Morningstar,MORN,297.29,317.65,20.36,0.068,0.25
Mettler Toledo,MTD,1404.28,1521.03,116.75,0.083,0.25
Myers Industries,MYE,13.38,14.9,1.52,0.114,0.25
O'Reilly Automotive,ORLY,1050.07,1126.34,76.27,0.073,0.25
Otter Tail,OTTR,87.59,96.92,9.33,0.107,0.25
Pathfinder Bancorp,PBHC,13.19,16.3,3.11,0.236,0.25
PTC Therapeutics,PTCT,30.56,33.85,3.29,0.108,0.25
RH,RH,244.5,290.08,45.58,0.186,0.25
Reliance Steel and Aluminum,RS,286.74,304.56,17.82,0.062,0.25
Silvercrest Asset Management,SAMG,15.62,17.73,2.11,0.135,0.25
Soleno Therapeutics,SLNO,40.39,48.23,7.84,0.194,0.25
STARWOOD PROPERTY TRUST,STWD,18.97,19.95,0.98,0.052,0.25
Sun Communities,SUI,119.62,126.73,7.11,0.059,0.25
Tecnoglass,TGLS,50.14,53.81,3.67,0.073,0.25
Targa Resources,TRGP,129.98,135.28,5.3,0.041,0.25
United-Guardian,UG,8.97,11.06,2.09,0.233,0.25
Virtu Financial,VIRT,22.59,27.32,4.73,0.209,0.25
Webster Financial,WBS,43.5,49.62,6.12,0.141,0.25
Whitestone REIT,WSR,13.28,13.8,0.52,0.039,0.25
Xtant Medical,XTNT,0.63,0.73,0.1,0.155,0.25
"Virtu Financial, Inc.",VIRT,22.59,27.32,4.73,0.209,0.25
Webster Financial Corp.,WBS,43.5,49.62,6.12,0.141,0.25
Whitestone REIT,WSR,13.28,13.8,0.52,0.039,0.25
"Xtant Medical Holdings, Inc.",XTNT,0.63,0.73,0.1,0.155,0.25
Acacia Research,ACTG,5.03,5.35,0.32,0.064,0.24
American International,AIG,75.05,79.23,4.18,0.056,0.24
Assurant,AIZ,166.56,174.87,8.31,0.05,0.24
Bel Fuse,BELFB,65.17,74.27,9.1,0.14,0.24
Biohaven Pharmaceutical Holding Company,BHVN,34.79,39.33,4.54,0.13,0.24
Badger Meter,BMI,186.75,206.16,19.41,0.104,0.24
Bristol-Myers Squibb,BMY,41.65,47.56,5.91,0.142,0.24
Burlington Stores,BURL,240.85,260.32,19.47,0.081,0.24
CIGNA,CI,330.58,348.67,18.09,0.055,0.24
Ciena,CIEN,48.29,52.74,4.45,0.092,0.24
Clipper Realty,CLPR,3.63,3.94,0.31,0.085,0.24
Coca-Cola Bottling Consolidated,COKE,1093.23,1145.89,52.66,0.048,0.24
Crane,CR,145.86,160.42,14.56,0.1,0.24
3D,DDD,3.07,3.65,0.58,0.189,0.24
Danaher,DHR,249.98,277.08,27.1,0.108,0.24
Dorman Products,DORM,91.96,101.37,9.41,0.102,0.24
Ellington Financial LLC,EFC,12.08,12.69,0.61,0.05,0.24
eHealth,EHTH,4.53,5.31,0.78,0.172,0.24
Etsy,ETSY,59.18,65.14,5.96,0.101,0.24
Eyegate Pharma,EYEG,35.02,36.09,1.07,0.031,0.24
Fastly,FSLY,7.35,8.1,0.75,0.102,0.24
Genesis Healthcare,GEN,24.98,25.99,1.01,0.04,0.24
Halozyme Therapeutics,HALO,52.23,55.26,3.03,0.058,0.24
Home Depot,HD,343.92,368.16,24.24,0.07,0.24
H&E Equipment,HEES,44.17,52.3,8.13,0.184,0.24
Herbalife,HLF,10.36,12.28,1.92,0.185,0.24
Harley-Davidson,HOG,33.67,37.5,3.83,0.114,0.24
Incyte,INCY,60.5,65.07,4.57,0.076,0.24
iRobot,IRBT,9.05,11.79,2.74,0.303,0.24
Johnson Controls International,JCI,66.78,71.54,4.76,0.071,0.24
Kentucky First Federal Bancorp,KFFB,3.17,3.5,0.33,0.104,0.24
Eastman Kodak,KODK,5.38,5.81,0.43,0.08,0.24
Lsb Industries,LXU,8.19,9.11,0.92,0.112,0.24
MannKind,MNKD,5.2,5.76,0.56,0.108,0.24
MSCI,MSCI,481.78,540.76,58.98,0.122,0.24
Neonode,NEON,2.06,2.99,0.93,0.451,0.24
Novanta,NOVT,163.11,181.18,18.07,0.111,0.24
OpGen,OPGN,2.58,2.98,0.4,0.155,0.24
Pegasystems,PEGA,60.21,69.72,9.51,0.158,0.24
Perma-Fix Environmental,PESI,10.13,12.69,2.56,0.253,0.24
Parke Bancorp,PKBK,17.29,19.56,2.27,0.131,0.24
Pulmatrix,PULM,1.98,2.17,0.19,0.096,0.24
PayPal,PYPL,58.36,65.78,7.42,0.127,0.24
REGENXBIO,RGNX,11.68,14.25,2.57,0.22,0.24
SCIENCE APPLICATIONS INTERNATIONAL,SAIC,117.81,124.4,6.59,0.056,0.24
EchoStar,SATS,17.78,20.08,2.3,0.129,0.24
Sabra Healthcare REIT,SBRA,15.33,16.23,0.9,0.059,0.24
SLM,SLM,20.88,22.69,1.81,0.087,0.24
E.W. Scripps,SSP,3.12,3.76,0.64,0.205,0.24
Syros Pharma,SYRS,5.06,6,0.94,0.186,0.24
Tempur Sealy International,TPX,47.17,52.35,5.18,0.11,0.24
Twist Bioscience,TWST,48.29,55.81,7.52,0.156,0.24
Union Bankshares,UNB,21.92,24.2,2.28,0.104,0.24
Walker and Dunlop,WD,98.43,106.9,8.47,0.086,0.24
Select Energy Services,WTTR,10.8,11.82,1.02,0.094,0.24
"Walker & Dunlop, Inc.",WD,98.43,106.9,8.47,0.086,0.24
Abeona Therapeutics,ABEO,4.22,4.9,0.68,0.161,0.23
Amphastar Pharma,AMPH,38.83,43.52,4.69,0.121,0.23
Citizens Holding,CIZN,7.85,8.99,1.14,0.146,0.23
Clearwater Paper,CLW,48.79,55.47,6.68,0.137,0.23
DXC Technology,DXC,19.09,20.34,1.25,0.065,0.23
El Paso Electric,EE,18.48,20.13,1.65,0.089,0.23
Inogen,INGN,8.15,9.25,1.1,0.135,0.23
Innodata,INOD,14.9,19.35,4.45,0.299,0.23
Inovalon,INOV,28.38,28.86,0.48,0.017,0.23
IF Bancorp,IROQ,16.73,17.19,0.46,0.027,0.23
John B. Sanfilippo and Son,JBSS,97.01,104.87,7.86,0.081,0.23
J.Jill,JILL,35.24,38.45,3.21,0.091,0.23
Lear,LEA,114.85,122.04,7.19,0.063,0.23
LightPath,LPTH,1.25,1.44,0.19,0.152,0.23
The Middleby,MIDD,123.23,135.58,12.35,0.1,0.23
Owens-Illinois,OI,11.24,13.36,2.12,0.189,0.23
OptimizeRx,OPRX,10.29,10.91,0.62,0.06,0.23
PrimeEnergy,PNRG,108,118.12,10.12,0.094,0.23
Primoris,PRIM,50.33,56.47,6.14,0.122,0.23
"Qurate Retail, Inc.",QRTEA,0.63,0.72,0.09,0.138,0.23
Sturm Ruger and,RGR,41.9,45.11,3.21,0.077,0.23
Stifel Financial,SF,84.59,88.67,4.08,0.048,0.23
Sotherly Hotels,SOHO,1.13,1.28,0.15,0.133,0.23
Sonoco Products,SON,51.04,53.92,2.88,0.056,0.23
Sensus Healthcare,SRTS,5.32,6.37,1.05,0.197,0.23
Timken,TKR,80.56,86.95,6.39,0.079,0.23
Varonis,VRNS,47.97,55.13,7.16,0.149,0.23
Winmark,WINA,349.28,395.64,46.36,0.133,0.23
Olympic Steel,ZEUS,45.02,50.68,5.66,0.126,0.23
"Varonis Systems, Inc.",VRNS,47.97,55.13,7.16,0.149,0.23
Winmark Corp.,WINA,349.28,395.64,46.36,0.133,0.23
American Eagle Outfitters,AEO,20.19,22.05,1.86,0.092,0.22
Agilysys,AGYS,104,112.09,8.09,0.078,0.22
Aldeyra Therapeutics,ALDX,3.28,3.94,0.66,0.201,0.22
Arrowhead Pharma,ARWR,25.67,28.56,2.89,0.113,0.22
AmeriServ Financial,ASRV,2.29,2.51,0.22,0.096,0.22
Ames National,ATLO,20.49,21.83,1.34,0.065,0.22
Aviat Networks,AVNW,28.62,31,2.38,0.083,0.22
Baxter International,BAX,33.5,35.82,2.32,0.069,0.22
Build-A-Bear Workshop,BBW,25.4,27.12,1.72,0.068,0.22
Bankwell Financial,BWFG,25.43,28.15,2.72,0.107,0.22
Cable One,CABO,355.99,413.38,57.39,0.161,0.22
Cabot,CBT,92.02,100.29,8.27,0.09,0.22
Coeur Mining,CDE,5.63,6.49,0.86,0.153,0.22
Choice Hotels International,CHH,119.98,127.45,7.47,0.062,0.22
Citizens and Northern,CZNC,17.78,20.25,2.47,0.139,0.22
Exelixis,EXEL,22.42,23.45,1.03,0.046,0.22
Harmonic,HLIT,11.77,14.66,2.89,0.246,0.22
Horace Mann Educators,HMN,32.82,34.57,1.75,0.053,0.22
James River,JRVR,7.59,8.64,1.05,0.138,0.22
Kodiak Sciences,KOD,2.39,2.91,0.52,0.218,0.22
Koppers,KOP,37.13,40.71,3.58,0.096,0.22
Mednax,MD,7.53,8.34,0.81,0.108,0.22
Allscripts Healthcare,MDRX,9.5,9.65,0.15,0.016,0.22
MFA Financial,MFA,10.6,11.19,0.59,0.056,0.22
Murphy USA,MUSA,470.1,504.92,34.82,0.074,0.22
National Bankshares,NKSH,28.8,31.78,2.98,0.103,0.22
Q2 Holdings,QTWO,61.99,67.47,5.48,0.088,0.22
Regional Management,RM,28.8,32.7,3.9,0.135,0.22
SecureWorks,SCWX,7,7.7,0.7,0.1,0.22
Sangamo Therapeutics,SGMO,0.4,0.78,0.38,0.956,0.22
Steven Madden,SHOO,42.37,45.34,2.97,0.07,0.22
SM Energy,SM,43.35,46.2,2.85,0.066,0.22
Tactile Technology,TCMD,12.03,12.77,0.74,0.062,0.22
US Physical Therapy,USPH,92.86,97.5,4.64,0.05,0.22
Vince Holding,VNCE,1.39,1.67,0.28,0.201,0.22
Wolverine World Wide,WWW,13.66,14.87,1.21,0.089,0.22
Zedge,ZDGE,3.04,3.62,0.58,0.191,0.22
Vince Holding Corp.,VNCE,1.39,1.67,0.28,0.201,0.22
"Wolverine World Wide, Inc.",WWW,13.66,14.87,1.21,0.089,0.22
"Zedge, Inc.",ZDGE,3.04,3.62,0.58,0.191,0.22
Biglari,BH,190.59,200.75,10.16,0.053,0.21
Blackbaud,BLKB,76.15,79.38,3.23,0.042,0.21
Bruker,BRKR,64.14,68.51,4.37,0.068,0.21
CoStar,CSGP,73.93,78.02,4.09,0.055,0.21
Donaldson,DCI,72.01,74.82,2.81,0.039,0.21
Eastern,EML,25.31,29.44,4.13,0.163,0.21
Equity Commonwealth,EQC,19.36,20.37,1.01,0.052,0.21
Genuine Parts,GPC,138.32,147.11,8.79,0.064,0.21
Global Payments,GPN,97,101.64,4.64,0.048,0.21
Garmin,GRMN,163,171.25,8.25,0.051,0.21
Global Water Resources,GWRS,12.14,12.93,0.79,0.065,0.21
Hallmark Financial,HALL,0,0,0,12,0.21
Hannon Armstrong Sustainable Infrastructure Capita,HASI,29.68,32.77,3.09,0.104,0.21
HealthStream,HSTM,27.87,29.71,1.84,0.066,0.21
Hub,HUBG,43.25,46.77,3.52,0.081,0.21
Intrepid Potash,IPI,23.48,26.09,2.61,0.111,0.21
J and J Snack Foods,JJSF,161.81,168.7,6.89,0.043,0.21
Knight Transportation,KNX,49.83,54.43,4.6,0.092,0.21
Limoneira Co,LMNR,20.74,22.04,1.3,0.063,0.21
K12,LRN,70.5,75.98,5.48,0.078,0.21
Middlefield Banc,MBCN,23.73,26.96,3.23,0.136,0.21
Motorola,MSI,389.08,398.92,9.84,0.025,0.21
Manitowoc,MTW,11.47,12.64,1.17,0.102,0.21
